Label,Clean_Text
0,ወይሽማነ አደርጥ ቺተቺተቊ ኻይማኖቱዝመ ባኽልቁ በለኒዝ ላውድ ላየድ ጥቕዛየጘ ለውርሽጘው ኰር ኽዝቩዝመ ኻይማኖቱ በለኒዝ ዊኑየቊድ ቈሽ ሳቁጠ ኻትመዙ ፅበተ አቐቊ ሃይማኖትዙ አይር መላከ ገነት መኮነን ኃይሉ ጛይ
0,ቀሰው ጭሰጭሰንድ ሺርሽረቊ ገባንድም እሩድጝጠጘድ ፃቭሽተው ጊዝም ዊነጘድ ጉየቁድ መላከ ገነት መኮነን ኃይሉ ነን ነን ቓልሽተቊ ችግሰንጥድ ኪብረኪብርሻቅ የነውዝምኽርኽረዝ አምነቅ የነውዝደረጀ አርቓቅ የነውዝ ተረቊ አቐነውድ ጉይጘኲ
0,ተግ ጨቨቅ ፅበቁ አደርጢዝ ኻይማኖት ቃወጢዝ አቅሊዝ ኵየንጣኒዝ ሙየ ጉይጢዝ እንዝጘም ጥቅለ እቀ ኽቭር ማኽሊል ፅበው ዲምቅሽንድ ቀሰው ኪብረኪብርሽንዝመ እሴትድ ኻየነው ጡሸው አቐጘም መላከ ገነት መኮነን ጋልፅጘኲ
0,ይና ኻግርስ ላው አቐው ዲግ ፃቨነው ቸልሰቁ ዲዝጝተንድ ሊጊሰነው ጡሸው አቐጘ ጉየቊድ መላከ ገነት መኮነን ነንም አሽ እን ሺርሽርሸው እሴትድ ኵነነውዝ ዲጊዝጎ ዋጥረነው ቸልሸው ሰቭ ሰራሽትጠ ጡሸው አቐነውድም ልብስጘኲ
0,መላከ ብርሃን ነብዩ ልዑል ዳዊት ደብረ ብርሃን ቅዱስ ገብርኤል ምከንዙ ጭሰጭሰተ ጛይ
0,ወይሽማነ ኰሪዝ ዊትቊ አቅል ኻግርት ብጭቕ ላ እምተንዝ ዲግዝ ቃውጝኩጙ ጝታ ቃውንዙ ጥቨቭድም ላውንት ቀንት እሴተንድ ኪብርዘነዊል ሲርየ ፃቨው አቐነዊዝ የጝ ይጘኲ
0,ነንቱ ኰሪዝ ዚምኑ ክንድጝድ ሊግዛጙ ሳይንስ ዝመ ቴክኖሎጂ ፈራቓጙ ተረው ጨቨቅ ቈጝቈዝመ ዚረዝ አድልድለነውድ ጉየቊድ መላከ ብርሃን ቃውሰቊ ይና አቅሊዙ ቃወነ ጥቨቭድ ጅውነ ዚረዝመ ቈጝቈዝ ቺዘቺዛቊ ዊነነውድ ጋልፅጘኲ
0,እጅር እጅር አቐነዊዝ ምላሰን እማንዝመ ዲግዝ ኻግርዝ ሺከ አቐነው ጚ ኢምሽንዝ ጎርትጝ ዚረዝ ብሔርዝ ቈጝቈዝመ ቀለምዝ ቺትየቊ አቐነውድ ጉየቁድ መላከ ብርሃን እን ቃውሰው ስረትድ ቃፅልስናን ነን አጋልዘው ቀውሲዝ እክሰ አጠ ቸለው አቐጘም ዊግትጘኲ
0,እሴተንድ ድዝጛጙ የጝ የነው ቸልነኩን ምላሰንድም ስነውማጥለነውእጅር ሺወል ቅወነው ይና ጅውነይል ክንሸው ቲግቭር አየውም እኒን በደ ባኽል የጝየቊድ ሳቁጠ ክንሰጥ ክንድጝ ኮሌጅ ክንሰተ አቐቊ አይናለም አበበ ጛይ
0,ክንሰተ አይናለም እኒንት ቓሊሰውድ ማኽረውዛሽተውክንሰውጭቓ ቲግቭርድ ዊግዘው እጀው አቐነውድ የጝ ጋልፅጘውድ
0,ቃውስ እጅር ኹር ጝቕመትጝጝነቊድጝግፅድ ጝእምንትድ ኪብርዛንድ ላውንትዝመ ቀንት ፋጥርሸኵ እንዝ ሲርየ የጝ ኻግርዙ ቀንት ፋጥርሸውድ ይጛንድ ክንሰተድ ጋልፅጝኩጙ
0,ቃውሰቁ ይና አቅለ እሴተንድ በደ ባኽለንዝ ስጙርሽጛጙ ኪብረኪብርሸነው ቺግርሸዊዝ አድለነው እጝቅ ኽዝን እምጥጘይዝቅ አቭርደነውድ እዳቓጙ ዚረዝ ኻይማኖትዝ ብሔርዝ ገጫሽን ፈራኲ እን ቲግቭሪልም ውላቕጝ ፖለቲኩ ትርፍ ችጘቁድ ቀለውዝ ቓልሽተቁ አየቁም የነውዝ ክንሰተድ ደድስጘኲ
0,እን ኻቨረ ቲግቭርድ ፈራቓጙ ፊረነውድ ቈሽ ነን ፅብነው ኻግርሸንት አቕንቲል ችጝሽነጘድ ፃቨነውድ ጉየቊድ ክንሰተድ አቅለ እሴተንድ ኪብርዘነውዝ ኻግሩ ዲግድ ነሰነው ቸልሸው አቐጘ ጉይጘኲ
0,ጥቅለዝ ጝ አውነይድ በር በደ ባኽልዝመ ደድሽትየቁ ገረዱ ሚዝረኒዝ ትኒተቁ ገባኒዝ ውሸቭለድ ኻሚተነዊዝ ቋጥቭሽጠጘዝመ ጭቅተይዝመ ቀተ ሚዝረድ ቺዝጝጠጘድ ክንሰተ አበበ ኻስቭዝጝኩጙ
0,ሺርሽርሸቁ እሴተንድ ዊሰናንስ ደይ ደደው ቓለይዝ ፍን ዊግሸነውዝ ማኽርኽርሸነውዝ አምንሽተነውዝ እንዝጘም መርግዝም አነ እድምዝ ኽየቁድ ኪብርዘነውዝ ዊሰነው ቸልሸጘ ጉይጝ ኻግር የነት ኽዝቭ አቓንድ ቃል ኪዳን ኻየነውዝ ኻግርሸንቱ ላውንትድ አትርዝነ ጡሸው አቐጘም ክንሰተ አበበ ኻስቭዝጝኩጙ
0,እሴተንድ ኻይሽቲጘውዜ ሊቈ እጀው ኒየረዝጘ ጉግል እዳቐነው የጝ የቊድ ክንሰተ አበበ እን ዚምኒል አሽ ይና አቅልድ ላውንትዝ አወሽጝ ይናግል ችጝዝጘው ጥቨቭድ ዋጥር ይን ቓለነው ጡሸኩም ይጝኩጙ
0,ኤችአይቪ ኢትዮጵየስ አይርዝጘ ትኒታጙ አቐውድ ትኽነ ሚኒንስቴር ፊሰው ሚዝረድ ቓሊሰኩ
0,ሰሜን ኢትዮጵት ቈሽ ኻግርሸንትል አጋልዘው ገጫሽንድ ኤችአይቪት ማኽተውዝመ እግዝግዘው ሰቪል አጉረው ጥቕዘ ጭሰነው ቸልኲ
0,እንዝም ሲሪየ ኻግርሸንትል ላው አምረይዝ
0,ቫይረስድ ሳልጠውዝ ትኒተቁ ክልላንድም ጋምቤላ ብላ ክልልዝመ አዲስ አበባ ኻትመ ጭሰጭሰን ጛይ
0,ኢትዮጵየትል ነንት ኰሪዝ
0,ቺተዝም ቫይረሲዝ አጋልሽተጥ አቐቊ ዜገንድ የነትም ጝታ ኒቭ ስድ ቅይጝ ጨ ቊ ዲንዝሰተ ዕፅ አሩሸጥዝመ ሊግዘው ጉዥትን ፃቨቊ ሸመጢል ትኩርት ይውሽት ሰቭድ ሰራሽትጠ ጡሸው አቐጘ ሚዝረን ቓሊስጘኲ
0,ፅው ዘድ ይናግል ችብ ርጠ ጡሸኩ ጊቭርዘተ ውሸብሊል ልብሰነ ሰራሸነው ጡሸኩ ያን ይቸለውድቅ ችጘው አጋሊዝቅ ይቕመት ተከዝ አልሳጙ ግርየ ጨቨቅ ጥላ ፊሰር አቐነውድ እንዝጘም ይበነውድቅ ኾነው ዝየነው ቸላቅ አቐነውድ ድቋጙ የጝ ፅበውድ የቁድ ኤች አይ ቪ ፖዘቲቭ አቐቊ ዊዝር ዉዴ ተንሱ ጛይ
0,ሲጘ ጉርየየን ፅውዘድ አወየው ምላሰንዝ ጻይሽጘጘ አርቕጘው ገቨ እጀው አቕሽም ጝታ በልቪትድ ክርጘዝ ቺተት እግርገ ጭቕጘ ፅዊትጝ ፃቭጘው ምርመረይዝ አርቕጘጘድ ዋርዝጝኵጙ
0,አርቐነዊስ በውግ ቲክንክነዝ ፅዊትጛጙ ዊነነውድ ጉየቁ ዊዝር ውዴ ጥላድ ኪርምረት እግርገ ትኽነቅምጝ ጝታቑርት ሊጊስጝ ጝታውር ቸልስጝኲጙ
0,ነንት ሰቲዝም ጝታቑር ታኽንኽንጛጙ አቐነውድ ጉይጝ
0,ኤች አይቪ ቫይረስዙ ትኒትንድ እኒስ ሚቅ ዊነዊስ
0,ሰሜንቱ ጣይትኒዝ ኪርም ነንት ኰሪል አሽ እቀ ኽቭርድ ኢኮኖሚውዝመ ስነ እዘንዙ ጥቕዘል አቐነዊዝ ቫይረሲዝ ትኩርት ይዋጙ አየው አቐነውድ የጝ አት ደሳለው ጉይጘው ድ
0,ላየ ጋብዝ ቈሽ ዲፍርሸነውዙ አቕንትዝ አጋልሽትጘኲ እንዝ ምላሰን ኤች አይ ቪ ኤድስዙ ትኒትንድ ፈራቓጙ ችጝሸኲ
0,ኤች አይ ቪ ቫይረስ ጽውዘድ ፍራትዝ ትኒትጠጘድ ጣይትንዝመ ፊንቅልሽን ኽርዝመ ስድት ጝታ ኒቭስ ቅይጝ ጨቁዝመ ዲንዝ ሰጥ ዕፅ አሩሸጥዙ እግዘ ቈሸነው እንዝጘም ሰቭ በነውዝመ ፅብንዙ ኪብርን ቈሸ ቈሽትጝ ችግሰድ ወርጠጘድ ፃቭጝኲ ጙ የቁድ ቈሽ ወይ ኽምረ ብሔረ እቅ ጭሰጭሰን ትኽነ ቃወነዝ ኤች አይ ቪ ኤድስ ማኽተነዝመ እግዝግዘነ ጓነ ቃወተ አት ሙሉጌታ ካሳየ ጛይ
0,ብሔረ እቅ ጭሰጭሰኒል
0,ቫይረስድ ፅበዊል ችብሰናንስ ላው ችብረዙ ጭቑ አይንቀት እንቅም እቀ ኽቭር አድለይዙ ችጘር የጝ ቃወጢዝመ ገረዱ ዲምቅሽን ቈሽ ንየስ የው ችጘርድ ፈነው ጡሸኲ ይጛንድ አት ሙሉጌታ ጋልፅጘኲ
0,ክልሊል
0,አጉረውዝ ጝታ ኒቭስድ ቅይጝጨቍ ኽግዙ አርምሸጥዝመ ሚርቨዝጘ የቍ ገባንድ ላብጠ አሩሸቁ ቫይረሲዙ ጠቃሸጥ አቐነውድ የጝ ትኽነ ቢሮ ፊሰው ሚዝረድ ቓሊሰውድ
0,ጫረዝ ክንድጚስ ቢዘ አቐቊ ክንደጢዝ ቺተቺተቊ ኢንቨስትመንትል ውላቐቁዝመ ኢንዱስትሪ ፓርከኒል ችጝሸቁ ውሸብሊዝ ኤች አይ ቪ ኤድስዝ ማጥን ልብትን ፋጥረነ ሰቭ ሰራሽትጠ ጡሸው አቐነውድ የጝ አት ገብሬ ጋልፅጘውድ
0,እኒን አጠጘድ ፃቨውድ ኻግርሸንትል ፋጥርሸው ሰሜንቱ ጣይትኒዝመ ኰሩ ብላ ክልሊል ፅበው ፃውተይዙ ችግሰንጥድ ምላሰንዝ ጉይሽጘኲ
0,ጥላድ ቀቭጘው ምላሰንድ ትራንስፖርትዙ ኪብርንዝመ ጣቀቲል ጥላ እጀው አቐነዊዝ የጝ እንዛይ እቅድ አቅም እጀቊ አቐነዊዝ እን ኰሪዝ ዋቕርሽጘው ድቅ ኪፍለነው ቸላቁም የቁድ አት ገብሬ ዲግ ፋጥርሽየውዜ እኒስንየስ የው ፈን ሚዝግቭሽጠ ቸለው አቐጘም ጉይጘኲ
0,ኤች አይቪ ቫይረስ ንቕጸቁ እፍርዘተ ዜገኒዝ ሩሔድ ማጥለው መልቊድ አቅል እጀው እዳዘው ኻግርሸንቱ ምጽነ ፃጀይል ጥቕዘ ጭሰው ጥላ እጀው ፅው ዘድ ማ ኽትነጡ ሸኲ
0,ላዘ ጋቢዝ ቈሽ ብሔረ እቅ ጭሰጭሰኒል አጋልዘው ሚርምረነ ኪትድ ሚሪሸቁ አካለን እክሰ ሳልጠውዝ ይወነው ጡሸኲ ጋዜጠ ሸንቱ እፃ የጝ ዲግ አጥን
0,አእ
0,እንዛግስም
0,ኢትዮጵየትል ኵየንጣንዙ ክርጘይጅቅ ፃየፃይሽት ፅንኸ ፃቭሽትኩ አምረይዝ ክረቁ ኵየንጣን
0,ኢትዮጵየ ዲቈቁ
0,ወይ ኽምረ ብሔረ እቅ ጭሰጭሰን ቈሽ ገቭድቅ ወረጘኲ ንጭቱ ይና ገረዱ ዲቭየይዝ እደስየ ኲየንጣን ክርጘድ ቃፅቨናንስ ጊዝውርቲስ ኪርም እኹርጢስ ፃቭሽተው ቱክንክነዝመ ከቨድ አምድወርቅ ኻትመ ጭሰጭሰንዝመ ድሃነ ወረደይዝጐ ጭቅ ይን ችጝነው ሚዝረድ ደምደምስነ ቀንኑን
0,አምደወርቅ ትኽነ ጣቭየ
0,ፃይሸው አምረይዝ ነንትል አሽ ጥቅለ ትኽነ ጣቭየይል ቲክንክነ ፃቨቁ ኵየንጣን
0,ዊዝር አታላ ጌትነት
0,አምደወርቅ ትኽነ ጣቭየ እኹረናንስ ቃነ ቃሪዘዝም መውርሽር ፊትርኩች አነጚ ጊዙትረውድ አቅቭን እምቘናንስም አነ ሲግሰይል ጅሉዝን በወናንስ ታድልሺረይም
0,ያን አጋሊዝጘ ቅዳን ሲቭንትጊርቀቱ
0,ቅዳን ሲንውትስ ኪርምር ሲኑ አሽ ቅምትል ሳብጥርኩች አሰነይዝ ዝላራንድ ግነ ቃነ ቃሪዘዝ መውርጝ ትኽነ ጣቭየይል ችጝዘነውድ ሲጘ ጉርየየን ዋርዘች
0,ያን ነን ነቃቓንድ ፃይጨ እርፍ ግርቅ እግዘው ይኹርት ብኩንእቀጘም ኻዝንኩንኰሪዝ ትኽነዙ ችብረይል ተጣን ያንም ፅዊጢጝቀት ይኹርትም ትኽነዝ ችጝጨ ዊኑን የነውዝ ዊዝር አታላ ጋልፀች
0,አምቡላንስ ትኽነ ጣቭየይል ጐይጠጘ ፃቭሽታቅ የውድ ዲግዙ ችግሰይዝ የጝ ፍለውልወን ኵየንጣንድ ነሰናንስም አነ መኪንጥድ ኻሊሸው አለመይል ግርያየጘድ ችግስኩ የቁድ አምደወርቅ ትኽነ ጣቭየ ደርግቭሸተ ዲቈተ አቐቊ አት አወቀ ምስጋናው ጛይ
0,ወረደይል ላው ቃውሰው ሆስፒታል ዋልጠ ትኽነ ጣቭየንዝመ
0,አት ሞገስ አራጌ ድሃነ ወረደ ትኽነ ፅፈሽ ጝን ኵየንጣንዝመ ውሸብል ስነእኹርን ኦፊሰር ጛይ ወረደይዝጘ አግልግለ ይወቁ አምቡላንሰንድ ሻቘ አቕጛንድ ፃውተይዙ ችግሰዝ ምላሰን ጛይም አውልም ፊርጝ አግልግለ ይዋቁም ኰሩ ግደጅ ይውሽትጝ ፊረቁድም ዋጥርየቁ አቐነውድ ጡሸው አግልግለ ይዋይጘጘ ፃብሽተነውድ ዊግትጘኲ
0,መኪንጥድ ኻሊሽተው ዓለመይልም ግርያየጘ ኰሩ ፃውተይዙ ችግሰድ ፊትናጙ የጝ ቀቨሊ ጨቨቅ ፊርን ኵየንት ነሰናንስ ሚኩርሻውም እንዝም ሲሪየ ዋልጠ ኵየንጣንዝመ
0,ፃይጨትረ አርፈ ኪርመቁ ኵየንጣን እንቅ አምቡላንስ ኻይጝቀ ቃውስጝ ትኽነ ችብረንጢል ችጝጥጘ ማጥን ክንድጝ ይውሽተው አቐጘ ጋልፀቊ ዲቈተድ ተፈራ ሀይሉ ጥቅለ ሆስፒታል ሪፈር በርሰናንስም ችግሽትጛጙ አቐጘም ዊግትጘኲ ምላሰንድም ጊርቀ አቕየውዜ ኩኑቱ
0,ድሃና ወረደዝጘ ኰሩ ፃውተይዙ ችግሰይዝ ምላሰን ጊዙረቁድ ቺዘነውሻቘ ሰቭል ፅበቁ መኪንጥ ፃለት ቃጥለነውድዝ አምቡላንስዙ አግልግለ ይወነው ቸልሰው አቕንት እጀው አቐጘ ጉየቊድ ቈሽ ወይ ኽምረ ብሔረ እቅ ጭሰጭሰን ትኽነ ቃወነ ዲቈተ አት አሰፋ ነጋሽ ጛይ
0,ብሔረ እቅ ጭሰጭሰኒዝጘ ፃይነው ፃይጨ እርፊዝ
0,ክርጘይዙ ምላሰንድም ትኽነዙ ችጝቱነይ ጣቀቲል አገልግለ እጀው አቐነውቃውሰው ሽልዙ ቲክንክነ ፃቨቅ የነውኾነኾንዙ ስረትሙየይዝ ጊውርሸው ስፔሻሊስትዙ እጅጝት ፅበነውድ ችግሰድ ቓቪታየጘ ፃቨቊ ቓመጥ አቕጘጘ ዊግትጘኲ
0,ኽረ ጣይትን ሽወ ፊንቅልሸተ ቈሸቈሽትጝ በንነውድ ቚጠ ተግረነው ቸሊነቅምየቁድ አት አሰፋ ኵየንጣንዙ ትኽነጅቅ ፃየፃይሸውዝ ምጝግስትቚ አየቁ ድርጅተን ዝ
0,ኲየንጣንዙ ክርጘ ቲክንዘቚ ሻቘ ስኻርድንዝቚ ሞዴለን ይሽተነውዝ አርቕሽተቁድ ኽክምነዙ አግልግለድ ችጘናንስ ውሳኒድ ስኻርዘነው ኽክምነይዙ ችብረይል ችጘናንስ ስኻርደነው እንዝጘም ኽክምነ ችብረይል ችጝጘት ጡሸው ኽክምነዙ አግልግለ ችጛይነው የቊድ አቐጘጘ ልብተነውዝ
0,ምጝግስት አየት ከቨጥ ድርጅተን እንዝጘም ሚሪሸቁ ምጝግስትዝቚ አካለን ችግሰድ ቓቭዘናንስ ትኩርት ይውጝ ሰቭትጝነ ጋዜጠሸንቱ እፃ የጝ ዲግ አጥን
0,ዚግቨተ ኪሮስ ወልደ ተንሳይ
0,ሲን
0,አጉረው ክንድጝ ችብረጥዙ ቕየ እግዘ
0,አጉረቊ ክንድጝዝቊ ችብረንጥ ክንደነ ክንሰነ አፅንኸዝመ ምርምረ እንዝጘም እቀ ኽቭር አቅቨ አግልግለዙ ይውን ስረትድ ኻግርሸንቱ ሊግዚዝመ ችብረንጥድ ፃይጥጘ ጡሸው ችብረይጅቅ አቭርደው ፃቨናንስ ኻለይ ጻቭጝ ሠራሽጘኵ ዓልም አቅቨ ተግዝ ቲክርክርሸተ አቐናንስም ቸልሰው አርቕትዝ ቸልት ቓለ ስነ ሚግቭርዝ ቺዝየቁ ዜገን ፍርዘነው ኽግዙ ስረትዝ ዋቕርሸተዝመ ዲቈትነይድ ደድሰው አቕንትዝ እፃ ፍጛንስ ቸልሰው የጝ
0,ብላ ብሔሩ ክልሉ ምጝግስት ክንድጝ ኮሌጅዙ ችበችብሰነ ደንብ እግዘ
0,ወይ ኽምረ ብሔረእቅ ጭሰጭሰኒል ችጝሸው ሳቁጠ ክንሰጥ ክንድጝ ኮሌጅ
0,ሰሜንቱ ጣይትኒዝ እግርገም አቕሽ ገርየኑዝ
0,ኮሌጅዙ አቭርዝንዝ ዓምረዝ ሊጙን ፅንኸዝቁ ሲምፖዚየመን አልተቊ አጛንድ ላውድ ኮሌጅድ ጭቚ አልሰው ሊጘትረድ ቈሽ ብሔረእቅ ጭሰጭሰኒል ፅበቊ
0,ክጝንጢል ፅበቊ ክንሰጥዝመ ክንድጝዙ ሙየ ጒጥዝ አስልሸው ሲምፓዚየም ጛይ
0,ሰቊጠ ክንሰጥዙ ኮሌጅ ሰቊጠ ኻትመይል ይወትቅ ፅበው እቀ ኽቭሩ አቅቨ አግልግለይዝ መድሐኒያለም ቃውሰዝመ ማኽለኘ ክንድጝ ጝኒል
0,ኮሌጅድ አስለው አትርዘነዙ አፅቨይዝ አሩሸቊ ክንደጢስ ላውድ ክንደተ ያሬድ አበበ ክልል አቅቨ ተግዝ አሰልሸው ልከይዝ ከቨቊ ዋቕረንጥ አስለነዊዝመ ክንደጥ ይና አውር ቸልን ልከድ ሰራሽነቅ አነጘዝመ ይናቕመት አምነቅ አነጘ ፃቨውዝ እውግረው ከቨየጝ ፃቨውድ
0,መድሐኒዓለም ቃውሰውዝመ ማኽለኘ ክጝንዙ አውር ክንሰተ አቐቊ አት ጥጋቡ ዘሩ ሰቊጠ ክንሰጥዙ ኮሌጅድ ይውሽተው ዲቈትነይድ ፈናንስ ፃቨው ፍልውልወይዝ ክንደጥዝ አትርዘነዝ ክንሰነውዝመ ክልል አቅቨ ተግዝ አስልሸው ልከይጅቅ አልትልተው ዋቕረ አስለነውዝ ክንደጢል ፋጥርሽው ስነ እዘንዙ ጥቕዘይስ ፍጥጘጘ ፃቨነውድ ጋልፅጘኵ
0,አጋልዘው ኰሩ ኽረይዝ ምላሰን ፃቭትቁ ቅምድ ቅየናንስ አስልሽን ዊኑን አነጚ ኮሌጅድ እን ችግሰድ ቓለነውዝ ፃቀ መኖ አልሰነዊዝቅምድ ቅይሸነዊስ ቓዝኩ እንዝም መልቊ እፈሪዝ አልታጙ ዊነው ፃቭድ ቀቭሽታየጘድ ፃቨው ላው ጝኘስ አቐው ችብረ የጝ ይጘትቅም ሚዝርድጘውድ
0,ኮሌጅድ ክንሰነ ክንደነዙ ሰቪስ ቈሸዝ ይወው እቀኽቭሩ አግልግለይዝ ክንሰጥ ጝታ ሙየይዝ ፃጅትጛንስ ጊዝ ጨቨቅ ስልጠነ ይወነውዝ አይጥ አርቕተኒጅቅ ዲምቀው ዚወ አቐው ችብረ አቐነውድ ጋልፀቊድ ቈሽ አዝቨ ቃውሰውዝመ ማኽለኘ ክንድጝ ጝንዙ አውር ክንሰተ አቐቊ አት ገመስቀል አሰፋ ጛይ
0,ኮሌጅድ ብሔረእቅድ ጭሰጭሰኒል ክንሰነ ክንደነዙ ሰቪስ ቈሸዝ ፃቫጙ ፅበው እቀ ኽቭር አቅቨ አግልግለ ይውንድ ሚሪስጝ ሚርዘ ነየቊድ ሰቊጠ ክንሰጥዙ ክንድጝ ኮሌጅ ዲን አት ወርቁ ጌጡ ጛይ
0,ፃይሸው ክንድጝ ዚምኒዝ
0,ኮሌጅድ እቀ ኽቭሪዝ ይውሽትጠ ጡሸው አጡ አግልግለድ ይውየው አቐጘ ዊግተቊድ አት ወርቁ ሰሜንቱ ጣይተኒዝ እግርገም ብላ ክልሊል እትለው ፃውተይዙ ችግሰድ ኻሊነውድ ቑጠ ተግራይነጘድ ፅጋ አቕኩ ይጛንድም ጣይትንዝ ኰር ሳይስ ኪርም እጕረቊ ክንድጝዙ ችብረጢል ችጝዘው ቘጨድ
0,ሰቊጠ ክንድጝ ኮሌጂዝጘ ቈሽ ችግሰድ ወረው አጠጘ ፃቨነውድ የጝ ጋልፅጘውድ
0,አቐንስቅም እን ኮሌጅድ እቀ ኽቭር አቅቨዙ አግልግለድ ፋራዝ ይዋንስ ምጝግስትም አነ ጭሩዘጥ ድርጅተን ጝታ ችጘሩድ ፍጥጘ ጡሸኩ ጋዜጠሸን ንጭቱ ጝር ገረዱ ዲቭየዙ እፃ ፃቨች
